temperature,rainfall,ph,humidity,area,crop
29.03,35.08,6.52,62.24,79.24,blackgram
33.35,140.48,5.89,36.51,22.76,cotton
22.62,123.7,6.54,62.87,123.67,kidneybeans
20.75,24.48,6.17,38.44,135.72,lentil
33.1,27.98,6.45,90.59,29.16,muskmelon
25.49,206.16,6.7,71.99,112.27,rice
32.25,55.65,6.25,93.95,35.4,watermelon
23.86,84.28,6.18,55.99,5.42,kidneybeans
25.13,51.85,6.29,85.83,79.74,watermelon
24.69,50.73,6.94,82.83,108.28,watermelon
23.68,271.08,6.2,73.37,49.88,rice
22.38,70.37,6.03,61.46,100.65,kidneybeans
26.78,32.49,6.95,93.13,12.82,muskmelon
32.05,89.62,7.68,65.61,95.26,blackgram
18.07,34.42,5.68,52.65,125.29,cotton
29.49,63.71,6.88,72.88,16.52,blackgram
22.55,77.52,6.87,62.46,94.56,maize
24.86,40.54,6.96,35.09,84.59,chickpea
30.04,95.18,6.15,50.13,132.04,cotton
20.83,99.92,5.87,65.24,84.1,kidneybeans
24.16,41.38,6.27,49.38,89.71,lentil
35.32,71.43,6.99,67.17,7.79,blackgram
28.31,50.13,7.07,61.43,2.48,blackgram
31.96,55.13,6.12,85.52,41.15,watermelon
23.33,40.43,6.18,47.28,102.35,lentil
27.59,26.01,6.93,91.72,27.8,muskmelon
22.09,79.33,7.05,74.46,145.72,maize
32.3,57.88,6.5,81.33,96.99,blackgram
18.4,40.97,6.13,60.78,98.06,lentil
28.29,77.64,6.8,62.51,125.11,blackgram
28.05,101.64,5.7,74.35,6.02,mango
24.13,59.84,7.16,76.03,22.36,blackgram
19.14,65.75,5.67,55.25,17.6,cotton
29.17,31.38,6.56,85.96,137.53,muskmelon
30.1,41.7,6.34,62.35,128.85,blackgram
29.98,28.79,6.51,86.78,34.67,muskmelon
22.83,86.39,5.55,55.85,105.3,cotton
21.57,37.23,6.42,45.73,98.07,lentil
32.23,55.97,7.11,71.14,24.08,blackgram
20.32,57.21,6.62,35.98,137.39,chickpea
27.27,53.22,6.35,87.2,37.34,watermelon
34.57,24.38,6.47,92.3,107.17,muskmelon
28.1,56.52,6.48,89.29,80.96,watermelon
17.39,29.87,7.15,38.52,136.79,chickpea
25.28,88.46,5.96,61.79,145.23,mango
19.9,63.32,6.18,53.47,150.0,maize
37.05,105.67,6.23,60.99,19.19,mango
28.87,70.59,6.56,67.46,54.99,blackgram
29.37,47.02,8.11,67.26,113.62,blackgram
13.87,28.75,6.31,63.87,10.38,lentil
38.78,110.56,6.22,60.02,134.04,mango
26.07,175.45,6.28,82.12,122.01,rice
30.35,63.0,6.21,88.33,31.37,watermelon
20.37,61.52,7.21,43.11,16.94,chickpea
23.89,53.95,6.71,57.23,40.57,maize
22.7,57.65,6.38,89.63,18.64,watermelon
27.3,72.83,6.47,58.6,112.07,maize
36.86,107.11,6.3,56.94,149.35,mango
31.21,57.57,7.52,66.34,143.64,blackgram
29.21,83.66,6.01,64.6,31.32,mango
27.94,84.45,6.1,79.43,138.96,cotton
23.29,62.35,6.75,59.57,132.87,maize
37.31,93.81,5.84,69.58,68.88,mango
20.58,43.27,6.33,36.11,34.88,chickpea
23.5,66.58,5.66,40.52,132.76,cotton
26.11,108.86,5.89,49.71,114.36,kidneybeans
21.66,51.17,6.09,47.43,133.01,lentil
33.29,22.57,7.71,72.14,56.5,blackgram
30.22,57.7,6.59,87.59,17.33,watermelon
31.54,49.09,6.5,67.12,58.13,blackgram
30.66,220.27,6.27,70.52,103.71,rice
22.9,152.17,5.94,64.64,64.86,kidneybeans
20.16,58.58,7.19,40.36,23.32,chickpea
28.57,119.01,6.63,48.3,80.45,mango
32.25,89.31,6.54,54.99,22.68,mango
24.14,61.08,6.72,48.11,60.75,maize
31.45,181.52,6.38,74.71,71.23,rice
23.76,56.36,6.19,32.63,134.04,chickpea
23.52,203.78,6.32,77.28,12.16,rice
29.0,52.08,6.35,89.66,111.87,watermelon
29.8,48.53,6.6,72.12,147.39,maize
18.57,40.14,6.24,59.13,136.34,lentil
30.08,203.84,6.28,82.9,104.86,rice
16.86,41.81,6.22,53.83,124.05,lentil
32.32,58.76,6.71,74.33,35.14,blackgram
28.86,53.61,6.4,85.31,14.77,watermelon
23.21,95.74,5.75,72.23,19.82,kidneybeans
26.97,195.71,6.16,84.95,99.59,rice
35.32,71.43,6.99,67.17,7.79,blackgram
26.4,77.67,6.13,76.75,116.43,cotton
23.86,47.06,6.77,65.51,3.69,maize
16.75,43.41,6.23,43.42,23.51,lentil
30.12,66.83,6.97,70.42,146.94,blackgram
19.75,32.59,6.41,53.39,1.23,lentil
32.38,199.57,6.25,87.36,7.51,rice
25.58,59.15,6.88,48.8,113.68,chickpea
21.92,102.15,5.92,55.33,138.34,kidneybeans
20.03,40.02,7.06,57.91,143.37,maize
29.65,58.12,6.37,87.81,31.94,watermelon
26.69,49.05,6.54,48.48,47.3,cotton
22.66,128.09,5.91,57.53,58.3,kidneybeans
28.3,50.62,6.41,85.48,69.99,watermelon
23.26,204.3,6.24,75.76,113.73,rice
28.49,57.85,6.34,90.54,42.66,watermelon
27.11,77.97,7.15,67.18,73.1,blackgram
26.78,85.26,5.63,57.64,10.12,mango
27.91,199.25,6.13,86.27,36.42,rice
16.49,49.88,7.34,36.46,42.99,chickpea
30.41,24.2,6.39,87.06,124.55,muskmelon
32.61,120.75,6.31,65.3,134.88,mango
32.1,120.14,5.96,73.72,79.87,mango
30.15,52.08,6.27,88.6,27.78,watermelon
29.66,56.59,6.1,85.82,141.68,watermelon
25.22,28.52,7.13,86.51,117.47,muskmelon
37.53,96.36,6.29,63.22,139.39,mango
24.18,106.4,5.13,64.64,30.65,cotton
27.68,65.17,6.16,61.07,18.71,maize
28.29,111.8,5.89,74.27,115.12,mango
28.04,49.87,6.86,73.49,89.81,blackgram
35.36,56.97,7.27,70.26,108.83,blackgram
24.13,99.92,6.48,60.08,113.06,kidneybeans
25.86,52.95,5.75,53.12,103.96,cotton
19.63,42.41,7.28,39.2,100.51,chickpea
30.82,68.96,5.96,46.32,124.78,mango
29.29,30.81,6.4,89.93,142.35,muskmelon
30.16,93.14,5.87,47.9,85.69,cotton
26.4,98.74,6.45,55.36,125.97,cotton
19.72,49.19,7.1,42.9,32.66,chickpea
25.73,142.41,6.64,79.2,116.03,rice
38.6,74.97,6.14,68.52,72.48,mango
25.01,172.93,6.48,74.95,91.24,rice
25.41,85.85,7.04,68.78,135.52,maize
20.28,46.71,6.36,43.65,121.51,chickpea
27.23,54.06,6.3,88.57,126.97,watermelon
27.4,81.87,6.91,53.2,73.84,maize
22.77,95.02,5.51,59.13,96.3,kidneybeans
35.96,28.0,6.8,87.13,139.38,muskmelon
24.84,89.9,5.79,60.58,53.96,kidneybeans
29.82,210.88,6.91,79.21,100.0,rice
33.61,48.77,6.26,62.61,112.26,blackgram
29.14,56.49,6.6,87.73,19.6,watermelon
21.99,41.52,6.74,35.54,102.04,chickpea
37.92,147.87,6.0,62.85,84.13,mango
22.9,55.15,5.47,48.71,36.19,cotton
19.62,32.0,6.18,53.73,53.46,lentil
30.53,46.42,6.8,89.2,107.97,watermelon
24.86,52.68,6.53,83.2,112.14,watermelon
30.03,92.39,5.51,59.41,53.85,cotton
30.07,52.32,6.79,68.47,20.14,blackgram
27.69,242.66,6.51,77.62,50.47,rice
19.09,55.06,6.47,55.71,104.75,maize
26.8,79.53,6.38,69.71,119.22,mango
27.9,121.34,6.44,67.7,87.37,mango
22.33,55.71,6.97,64.55,33.48,maize
28.5,41.31,6.56,90.23,121.13,muskmelon
33.14,84.38,6.76,64.24,108.75,blackgram
31.1,71.02,5.19,59.91,20.83,cotton
25.59,92.94,5.83,63.68,48.11,cotton
33.57,48.11,7.05,70.31,81.51,blackgram
34.2,81.78,7.41,69.27,143.85,blackgram
20.67,75.85,7.0,52.73,133.11,maize
25.77,92.24,6.44,58.23,141.32,mango
28.35,92.16,5.78,52.39,122.15,cotton
19.41,49.32,6.68,38.64,42.38,chickpea
19.35,37.16,7.22,42.31,124.7,chickpea
22.69,105.42,5.83,58.9,42.98,kidneybeans
31.65,167.29,5.78,78.82,21.59,rice
28.93,37.49,7.04,91.12,43.64,muskmelon
11.39,44.01,5.99,61.93,104.29,lentil
29.51,26.61,7.06,89.53,98.79,muskmelon
30.31,188.2,6.57,83.64,15.38,rice
31.38,34.52,6.66,93.71,28.29,muskmelon
32.2,57.17,5.95,88.99,15.72,watermelon
15.28,33.22,6.22,48.73,90.2,lentil
23.47,50.18,6.42,29.16,142.77,chickpea
37.02,31.11,6.68,87.43,129.89,muskmelon
25.66,58.7,6.83,88.38,37.37,watermelon
26.59,61.52,6.26,84.07,70.13,watermelon
28.17,128.29,5.99,52.22,2.05,cotton
31.73,22.45,6.42,89.98,87.62,muskmelon
29.49,52.36,6.27,88.22,57.3,watermelon
28.58,90.87,7.47,66.51,101.49,blackgram
26.56,55.52,6.48,89.8,149.65,watermelon
25.36,171.8,6.6,84.05,129.44,rice
31.03,86.09,6.47,66.92,57.32,mango
16.61,31.39,6.39,67.15,93.26,lentil
22.5,84.08,6.36,61.89,6.65,kidneybeans
24.65,132.21,5.63,57.08,33.95,kidneybeans
18.75,63.84,5.79,36.71,80.24,chickpea
28.51,55.08,6.25,92.25,49.61,watermelon
26.36,50.61,6.51,89.15,95.07,watermelon
24.02,201.04,6.68,78.49,124.57,rice
33.06,70.32,6.0,44.56,43.61,mango
31.9,72.54,7.63,64.21,97.15,blackgram
27.46,54.92,6.71,91.22,47.53,watermelon
26.29,30.12,7.46,87.57,63.82,muskmelon
13.71,17.81,6.43,48.97,66.5,lentil
21.51,81.46,6.82,61.71,21.01,maize
33.09,91.17,6.73,64.73,53.55,blackgram
13.43,55.0,7.05,36.47,32.27,chickpea
28.11,98.52,6.0,53.27,82.3,mango
21.05,28.89,6.53,58.16,125.42,lentil
30.87,27.21,6.66,93.46,67.65,muskmelon
30.55,71.31,6.3,64.93,126.4,maize
27.81,25.26,7.23,91.19,62.44,muskmelon
22.5,27.58,6.63,57.18,50.85,lentil
30.97,108.66,5.88,71.91,88.25,mango
21.24,37.83,6.25,39.22,13.9,chickpea
25.24,57.1,5.92,67.09,25.02,maize
23.18,59.79,6.3,72.58,35.48,mango
31.66,67.2,6.59,68.08,148.74,blackgram
32.81,75.91,7.09,70.17,33.89,blackgram
13.91,116.49,6.56,71.26,23.67,maize
24.32,75.71,6.47,49.54,58.61,chickpea
26.54,205.42,7.21,73.31,85.78,rice
22.48,151.42,5.79,64.83,45.15,kidneybeans
35.18,102.51,5.88,80.39,117.05,mango
27.27,89.87,6.34,73.03,138.77,mango
19.29,38.74,6.32,58.83,66.03,lentil
28.28,47.33,6.19,92.23,58.86,watermelon
17.57,48.44,7.33,39.32,85.73,chickpea
25.02,50.09,7.27,35.64,71.41,chickpea
18.42,31.21,6.37,55.33,13.48,lentil
24.2,56.39,6.54,51.89,58.72,maize
27.99,111.17,6.19,60.03,48.34,mango
23.85,91.32,5.73,49.56,129.67,cotton
19.3,55.44,6.71,42.74,103.13,chickpea
14.05,48.32,6.68,57.17,100.14,lentil
26.64,189.47,6.35,86.81,77.8,rice
21.71,50.41,6.81,44.08,143.01,chickpea
24.89,204.21,6.69,76.77,134.06,rice
26.98,59.85,6.43,72.31,109.07,blackgram
35.32,71.43,6.99,67.17,7.79,blackgram
26.49,216.5,7.0,75.14,13.72,rice
24.08,221.44,6.59,73.77,99.78,rice
21.96,26.25,5.93,52.61,25.3,lentil
25.32,48.91,6.3,89.22,64.4,watermelon
30.44,100.53,5.79,78.12,129.24,cotton
21.96,62.32,6.59,61.21,47.76,maize
19.83,92.52,6.26,67.2,32.43,kidneybeans
27.8,29.7,6.74,88.59,69.33,muskmelon
31.94,196.32,6.36,78.29,25.94,rice
28.87,70.59,6.56,67.46,54.99,blackgram
24.45,88.68,6.68,63.68,34.25,maize
27.64,21.67,7.36,47.71,16.25,chickpea
29.51,50.93,6.83,69.42,42.49,blackgram
19.38,37.73,7.64,40.63,107.81,chickpea
28.7,39.61,6.68,89.4,66.93,muskmelon
15.51,54.96,7.5,42.61,13.31,chickpea
29.25,53.83,6.63,87.67,66.57,watermelon
27.72,89.42,6.17,76.65,86.13,cotton
22.33,46.67,7.18,41.29,134.03,chickpea
17.67,65.01,7.29,45.1,11.54,chickpea
22.28,60.25,5.75,56.26,61.69,cotton
33.26,38.46,6.54,89.72,128.52,muskmelon
26.98,59.85,6.43,72.31,109.07,blackgram
23.24,73.66,6.51,56.26,15.76,mango
24.98,36.19,7.11,88.45,137.39,muskmelon
31.65,104.67,6.32,70.96,128.88,cotton
27.39,97.84,6.31,57.05,140.37,cotton
27.39,97.84,6.31,57.05,140.37,cotton
29.88,71.13,6.61,60.73,68.63,maize
26.45,54.19,6.18,94.33,113.93,watermelon
28.01,47.21,6.34,85.48,64.8,watermelon
25.46,46.94,6.29,41.08,30.86,chickpea
25.2,81.67,6.59,61.63,6.17,maize
21.99,68.27,6.79,58.21,59.18,maize
18.97,43.97,7.3,42.98,61.52,chickpea
20.14,46.0,6.41,36.93,113.06,chickpea
13.1,48.27,6.11,54.11,5.12,lentil
21.67,52.59,7.31,36.76,136.04,chickpea
21.29,73.35,6.97,68.27,31.71,maize
29.99,55.86,6.06,41.86,136.47,cotton
20.27,33.78,7.39,31.05,126.08,chickpea
15.73,25.61,6.52,60.73,17.34,lentil
20.8,105.66,6.35,37.76,74.78,cotton
22.54,243.45,6.55,76.64,120.41,rice
21.06,85.86,7.08,80.39,27.96,maize
25.49,123.33,6.17,55.8,50.95,kidneybeans
18.95,33.27,6.58,51.87,147.88,lentil
24.44,189.43,6.31,77.64,81.79,rice
35.02,29.42,7.22,88.82,97.56,muskmelon
24.46,90.12,5.91,64.13,38.73,kidneybeans
14.91,42.92,6.57,67.35,132.79,lentil
31.94,87.16,5.94,65.59,79.67,mango
28.69,208.34,6.16,87.44,85.63,rice
30.22,29.12,6.57,89.08,40.31,muskmelon
22.37,137.25,5.88,58.37,145.22,kidneybeans
20.39,70.37,6.83,41.38,22.73,chickpea
16.58,51.72,6.68,35.25,8.16,chickpea
23.78,30.56,6.25,54.61,20.62,cotton
22.57,88.99,5.94,61.69,59.82,kidneybeans
36.69,104.47,6.34,67.38,85.09,mango
28.25,85.64,6.67,67.07,55.04,mango
9.57,41.68,6.4,49.54,77.3,lentil
33.07,109.33,6.64,70.77,129.9,mango
14.94,35.23,6.16,47.57,20.76,lentil
20.7,40.74,6.12,57.87,123.37,cotton
26.26,115.16,6.33,55.07,94.2,cotton
23.04,44.24,6.72,52.68,130.08,lentil
25.75,64.92,6.59,71.21,18.86,blackgram
27.42,67.35,6.17,88.86,39.72,watermelon
24.98,36.19,7.11,88.45,137.39,muskmelon
36.9,112.88,5.93,56.92,69.17,mango
28.72,41.23,6.23,87.32,90.23,muskmelon
21.95,23.72,6.13,61.22,10.85,lentil
32.82,68.36,7.41,63.64,12.35,blackgram
13.71,51.72,7.0,36.55,92.75,chickpea
30.09,30.68,7.04,91.62,71.27,muskmelon
20.14,115.3,6.09,50.83,133.4,kidneybeans
29.87,64.56,6.27,43.29,149.58,cotton
23.74,57.41,6.07,84.34,142.25,watermelon
15.48,41.54,6.5,56.37,145.19,lentil
27.04,33.17,6.62,91.37,36.25,muskmelon
27.43,194.6,6.28,82.14,1.79,rice
21.51,113.91,5.96,63.78,104.09,kidneybeans
30.35,81.3,7.08,63.51,33.36,maize
33.49,64.52,7.01,67.9,60.6,blackgram
30.23,54.18,6.37,89.62,147.51,watermelon
29.16,50.85,6.64,86.93,85.74,watermelon
25.58,81.9,6.14,74.16,128.31,maize
22.1,102.96,5.95,63.37,19.89,kidneybeans
14.09,36.07,6.85,51.01,100.28,lentil
22.42,121.19,6.15,67.84,101.36,kidneybeans
18.38,58.17,6.87,41.92,1.84,chickpea
19.23,74.52,6.43,44.18,136.0,chickpea
39.57,97.93,6.14,75.73,105.63,mango
21.49,19.19,6.55,41.37,89.55,lentil
22.31,51.95,7.25,41.83,41.12,chickpea
28.29,111.8,5.89,74.27,115.12,mango
14.66,36.36,6.1,53.18,63.24,lentil
19.38,37.73,7.64,40.63,107.81,chickpea
23.5,98.8,6.08,77.0,107.59,cotton
27.77,78.85,6.14,55.79,143.64,maize
25.6,119.21,5.58,60.14,32.98,mango
24.83,81.07,7.19,48.65,73.6,cotton
26.94,162.4,6.72,79.62,124.18,rice
24.67,35.84,6.18,60.43,32.41,lentil
34.57,67.86,6.02,67.61,128.61,mango
33.51,59.36,6.58,85.84,144.62,watermelon
27.17,56.89,6.17,88.62,113.78,watermelon
25.38,29.5,6.6,89.94,94.11,muskmelon
19.92,96.02,5.64,60.86,64.19,kidneybeans
25.2,103.24,5.78,57.18,102.47,kidneybeans
30.54,134.09,6.41,49.07,34.33,cotton
21.62,47.28,6.63,46.04,95.96,chickpea
29.05,247.83,6.08,78.36,11.22,rice
31.43,94.42,5.92,60.85,79.49,mango
23.95,75.28,6.26,59.75,36.64,maize
25.5,85.65,6.44,71.41,110.6,maize
23.39,218.5,6.83,81.83,11.14,rice
19.13,64.08,6.83,27.64,87.72,chickpea
24.12,56.64,6.09,80.3,97.1,watermelon
27.35,84.67,6.16,66.73,138.07,cotton
27.7,49.83,6.36,91.93,33.26,watermelon
27.52,26.47,6.99,87.31,39.75,muskmelon
18.81,34.75,6.07,46.77,50.67,lentil
32.05,89.62,7.68,65.61,95.26,blackgram
31.46,51.56,7.33,59.98,7.54,maize
21.75,179.42,6.64,76.68,142.2,rice
30.76,56.96,6.16,86.74,149.41,watermelon
34.19,71.72,6.9,63.9,58.44,blackgram
28.29,29.54,6.66,90.36,4.98,muskmelon
27.39,85.72,6.11,66.47,17.32,mango
28.57,190.72,6.37,75.36,128.54,rice
30.65,110.48,6.47,80.52,7.99,mango
26.97,63.59,6.45,92.04,104.23,watermelon
22.47,65.3,6.98,49.57,65.75,chickpea
29.64,57.18,6.67,64.5,75.64,blackgram
21.62,47.28,6.63,46.04,95.96,chickpea
26.16,53.84,6.39,91.69,120.6,watermelon
31.2,54.03,6.38,90.0,40.13,watermelon
22.83,58.48,6.71,76.32,55.91,maize
31.65,57.84,6.66,74.16,120.29,maize
28.15,96.43,5.82,59.26,118.9,mango
29.19,152.95,6.25,85.54,78.38,rice
26.34,212.24,6.57,86.2,29.93,rice
26.52,58.35,6.53,88.94,131.18,watermelon
32.53,33.11,7.34,87.47,41.3,muskmelon
29.52,47.86,6.82,68.43,86.86,blackgram
31.71,69.03,6.92,82.79,75.42,blackgram
26.12,217.0,6.62,83.21,106.08,rice
22.29,47.41,7.11,32.54,9.3,chickpea
31.27,70.42,6.57,62.3,51.14,blackgram
20.54,56.13,6.41,55.83,116.41,cotton
31.3,182.79,6.71,81.71,21.0,rice
29.11,56.25,6.58,86.5,5.63,watermelon
18.51,34.93,6.15,53.61,10.28,lentil
38.03,83.05,6.64,58.7,20.21,mango
19.81,79.43,6.92,82.18,57.47,maize
22.11,73.23,6.0,69.29,80.85,kidneybeans
28.01,23.25,7.09,89.74,141.69,muskmelon
22.35,62.85,7.22,57.35,101.9,maize
29.35,43.36,6.46,87.2,7.27,watermelon
19.09,55.06,6.47,55.71,104.75,maize
20.8,105.66,6.35,37.76,74.78,cotton
28.72,46.15,5.81,70.8,3.79,mango
22.19,76.25,6.93,48.79,64.64,maize
19.95,35.9,6.13,60.53,110.15,lentil
27.68,237.79,6.89,86.81,65.99,rice
21.27,110.98,5.74,61.98,105.3,kidneybeans
21.47,27.27,6.9,87.87,112.47,muskmelon
24.23,38.36,6.32,48.13,34.69,lentil
28.19,84.9,6.11,67.31,68.76,mango
22.06,192.74,6.66,80.94,60.63,rice
16.88,33.16,6.43,51.58,105.4,lentil
20.33,54.09,7.12,41.11,55.33,chickpea
29.01,57.71,5.53,61.69,19.61,cotton
33.25,98.82,5.73,67.19,31.02,mango
31.74,98.55,6.18,45.66,133.79,mango
30.78,45.83,6.56,88.21,13.8,watermelon
21.73,99.94,6.13,55.8,147.92,kidneybeans
21.93,50.87,6.98,47.33,4.18,chickpea
16.84,46.81,7.5,41.22,53.84,chickpea
21.28,11.07,6.39,44.17,113.59,lentil
16.98,55.1,6.93,57.98,88.69,maize
32.87,143.66,6.5,68.06,138.75,mango
22.11,73.23,6.0,69.29,80.85,kidneybeans
23.63,116.79,5.96,68.08,48.32,kidneybeans
32.82,173.67,6.23,86.89,139.32,rice
23.69,40.3,6.92,45.81,78.3,chickpea
24.52,216.23,6.34,72.47,142.45,rice
17.03,48.95,6.17,36.71,51.26,chickpea
22.9,152.17,5.94,64.64,64.86,kidneybeans
30.08,157.69,6.32,79.03,128.92,rice
22.29,56.69,6.05,91.26,11.05,watermelon
26.24,205.9,6.71,80.78,64.53,rice
21.11,117.38,6.01,65.23,76.58,kidneybeans
20.27,43.26,5.9,44.74,42.12,chickpea
30.85,37.78,6.25,60.76,110.96,mango
21.52,39.73,6.83,30.57,50.7,chickpea
22.95,50.83,6.86,60.47,68.44,maize
23.5,228.31,6.22,87.04,73.59,rice
34.18,116.74,5.69,67.28,148.95,mango
17.06,75.75,7.62,33.86,70.31,chickpea
27.46,48.53,6.86,66.61,23.67,blackgram
28.44,41.42,6.58,83.28,117.39,watermelon
20.33,53.3,6.62,93.25,30.36,watermelon
25.44,111.87,5.95,65.25,43.31,kidneybeans
21.71,62.85,7.34,40.78,63.8,chickpea
28.9,26.54,7.06,88.99,5.16,muskmelon
16.28,37.11,6.34,49.62,115.47,lentil
23.0,66.33,6.32,59.47,120.74,maize
19.14,65.75,5.67,55.25,17.6,cotton
22.79,47.08,6.81,79.03,46.0,blackgram
21.99,71.04,6.72,72.0,9.19,maize
18.39,46.82,6.48,54.65,10.82,lentil
29.66,192.68,6.11,84.74,111.46,rice
27.16,123.73,5.64,68.2,143.8,cotton
24.9,200.2,6.39,72.76,90.2,rice
23.9,92.22,7.04,59.33,68.54,maize
30.74,48.62,6.18,86.33,133.16,watermelon
15.35,38.89,6.19,60.41,104.52,lentil
31.59,27.07,6.28,88.22,147.1,muskmelon
30.15,48.01,7.04,63.61,5.02,blackgram
30.76,39.75,6.83,90.08,19.55,muskmelon
30.32,109.63,5.36,40.08,137.09,cotton
25.52,32.31,7.41,69.59,55.98,blackgram
35.57,91.29,6.84,66.99,104.34,blackgram
29.25,53.83,6.63,87.67,66.57,watermelon
19.32,36.69,6.53,42.15,113.46,chickpea
22.59,48.75,6.54,45.27,113.92,chickpea
18.25,49.9,7.11,44.31,47.74,chickpea
28.79,90.97,6.91,66.54,97.17,blackgram
27.81,54.11,6.0,86.64,72.03,watermelon
24.01,45.52,5.91,58.38,89.25,lentil
22.84,27.22,7.09,94.07,17.22,muskmelon
15.13,30.41,6.33,37.0,130.31,chickpea
33.05,53.78,7.14,75.96,89.84,blackgram
27.14,48.99,6.36,55.36,17.97,lentil
29.14,34.62,6.87,89.78,102.54,muskmelon
28.85,124.5,6.29,61.74,95.51,kidneybeans
32.0,157.56,6.71,76.67,11.99,rice
26.37,100.04,6.17,63.48,44.3,kidneybeans
34.17,64.98,6.46,84.78,58.78,watermelon
29.31,53.74,6.42,87.94,11.45,watermelon
30.83,71.49,7.39,73.23,4.76,blackgram
22.12,46.47,6.27,54.54,103.64,lentil
20.11,81.58,6.15,58.25,42.93,kidneybeans
24.03,104.58,5.57,60.41,145.12,cotton
27.78,65.86,4.75,46.47,137.01,cotton
34.6,93.34,6.45,53.03,70.87,mango
21.3,37.94,6.93,91.84,34.98,muskmelon
31.72,183.69,6.03,82.51,61.36,rice
25.98,34.34,6.9,87.79,13.91,muskmelon
27.71,196.49,6.31,83.8,118.33,rice
22.09,116.02,5.78,63.58,44.34,kidneybeans
19.98,35.22,6.32,56.96,15.07,lentil
37.33,89.65,7.55,67.85,56.07,blackgram
27.73,58.39,6.37,87.15,71.28,watermelon
33.32,76.88,6.72,60.73,34.93,maize
27.32,37.22,6.68,90.4,115.54,muskmelon
24.98,36.19,7.11,88.45,137.39,muskmelon
35.06,196.28,6.18,75.67,26.51,rice
29.98,96.82,6.45,53.9,108.38,mango
36.74,21.32,6.16,91.05,13.94,muskmelon
25.04,91.33,7.25,61.2,125.42,maize
23.03,102.6,5.94,58.47,110.28,kidneybeans
20.6,78.91,6.34,56.46,91.77,kidneybeans
27.78,68.64,6.81,64.02,63.19,maize
30.78,53.82,6.99,76.09,32.73,blackgram
30.1,41.7,6.34,62.35,128.85,blackgram
25.08,194.85,6.8,72.77,130.53,rice
30.1,114.83,5.94,62.2,92.81,cotton
25.89,41.51,6.84,90.29,117.39,muskmelon
32.56,52.64,6.96,70.84,52.2,blackgram
32.01,73.71,6.32,64.74,68.45,mango
28.62,56.66,6.25,87.59,108.59,watermelon
32.03,80.75,7.29,70.06,28.1,blackgram
28.87,70.59,6.56,67.46,54.99,blackgram
32.8,59.71,6.54,73.83,145.07,blackgram
20.23,24.47,6.09,65.96,2.18,lentil
29.99,51.17,6.29,85.67,39.4,watermelon
32.0,28.34,6.68,89.69,84.73,muskmelon
24.72,43.55,6.32,68.2,149.93,maize
30.48,40.37,6.9,69.67,144.33,blackgram
20.29,101.77,6.17,66.05,65.83,kidneybeans
28.97,61.93,6.4,91.09,28.92,watermelon
22.71,100.69,5.91,68.61,81.55,kidneybeans
20.7,55.87,6.3,90.46,146.33,maize
32.36,118.16,6.53,70.09,44.42,mango
35.59,71.76,7.5,66.83,94.71,blackgram
35.59,24.3,6.59,91.25,62.32,muskmelon
24.13,59.84,7.16,76.03,22.36,blackgram
36.9,28.35,6.91,88.74,21.59,muskmelon
27.6,63.94,6.3,70.46,120.72,blackgram
26.55,70.0,7.14,70.27,64.24,blackgram
35.32,71.43,6.99,67.17,7.79,blackgram
25.04,32.77,6.45,56.07,80.38,lentil
25.98,90.2,5.99,74.25,23.01,cotton
25.67,24.28,6.23,87.7,101.32,muskmelon
15.52,102.28,5.63,60.24,24.22,cotton
21.96,49.98,6.83,73.99,65.22,maize
24.2,49.15,6.79,86.91,48.41,watermelon
29.68,25.11,6.9,90.92,99.03,muskmelon
15.31,61.4,6.89,45.3,141.65,chickpea
31.45,48.94,6.3,89.63,72.26,watermelon
28.34,60.34,6.58,70.54,16.74,blackgram
29.87,48.95,8.16,63.33,134.0,blackgram
25.19,56.83,6.31,83.03,111.76,watermelon
32.48,95.29,5.99,59.95,149.05,cotton
32.36,31.71,6.66,88.86,69.96,muskmelon
34.27,81.47,6.23,48.66,43.51,mango
31.82,60.77,7.16,68.78,18.43,blackgram
24.47,38.91,6.03,59.9,69.25,lentil
22.11,76.99,6.36,64.92,144.83,cotton
24.79,30.36,6.91,91.61,96.61,muskmelon
13.6,39.42,6.68,43.76,52.8,lentil
24.51,111.13,5.81,50.09,34.65,cotton
28.06,53.95,6.62,93.16,146.8,watermelon
17.25,39.56,6.58,34.49,20.95,chickpea
21.99,41.52,6.74,35.54,102.04,chickpea
20.55,87.82,6.78,60.12,139.09,maize
28.36,26.4,7.34,88.17,54.04,muskmelon
23.06,78.36,6.8,57.15,102.22,maize
25.79,54.3,6.63,84.91,114.4,watermelon
26.65,106.83,6.19,48.42,146.6,cotton
25.32,202.48,6.52,77.16,19.89,rice
28.34,23.79,6.36,91.22,136.13,muskmelon
33.22,60.15,6.71,63.33,75.6,blackgram
27.56,251.58,6.6,83.99,35.5,rice
26.37,79.0,5.87,64.23,128.32,mango
27.39,148.85,7.02,82.2,40.11,rice
27.97,54.36,7.0,54.82,28.58,maize
25.9,58.03,6.76,84.67,1.69,watermelon
31.42,97.12,6.48,64.11,86.77,mango
25.08,107.32,5.86,61.59,141.06,kidneybeans
19.2,55.71,6.73,76.66,48.97,maize
35.38,20.56,6.41,88.14,62.49,muskmelon
34.63,33.52,6.88,90.87,91.7,muskmelon
